,date,site,temp_(°c)
529,2014-10-21,Parcel da Pombinha,21.99063888888889
530,2014-10-22,Parcel da Pombinha,21.61698611111111
531,2014-10-23,Parcel da Pombinha,22.01361111111111
532,2014-10-24,Parcel da Pombinha,20.74659722222222
533,2014-10-25,Parcel da Pombinha,21.150972222222222
534,2014-10-26,Parcel da Pombinha,21.240986111111113
535,2014-10-27,Parcel da Pombinha,21.01551388888889
536,2014-10-28,Parcel da Pombinha,22.559083333333334
537,2014-10-29,Parcel da Pombinha,21.849625
538,2014-10-30,Parcel da Pombinha,21.679055555555557
539,2014-10-31,Parcel da Pombinha,20.70075
540,2014-11-01,Parcel da Pombinha,20.346305555555556
541,2014-11-02,Parcel da Pombinha,20.72752777777778
542,2014-11-03,Parcel da Pombinha,22.082708333333333
543,2014-11-04,Parcel da Pombinha,21.849736111111113
544,2014-11-05,Parcel da Pombinha,21.383111111111113
545,2014-11-06,Parcel da Pombinha,22.430875
546,2014-11-07,Parcel da Pombinha,22.712069444444445
547,2014-11-08,Parcel da Pombinha,20.725305555555554
548,2014-11-09,Parcel da Pombinha,20.396527777777777
549,2014-11-10,Parcel da Pombinha,19.773930555555555
550,2014-11-11,Parcel da Pombinha,19.96484722222222
551,2014-11-12,Parcel da Pombinha,21.023125
552,2014-11-13,Parcel da Pombinha,19.16301388888889
553,2014-11-14,Parcel da Pombinha,22.315111111111108
554,2014-11-15,Parcel da Pombinha,22.867083333333333
555,2014-11-16,Parcel da Pombinha,23.197847222222222
556,2014-11-17,Parcel da Pombinha,23.218916666666665
557,2014-11-18,Parcel da Pombinha,22.195916666666665
558,2014-11-19,Parcel da Pombinha,24.134444444444444
559,2014-11-20,Parcel da Pombinha,23.782180555555556
560,2014-11-21,Parcel da Pombinha,19.962944444444446
561,2014-11-22,Parcel da Pombinha,21.826291666666666
562,2014-11-23,Parcel da Pombinha,21.29297222222222
563,2014-11-24,Parcel da Pombinha,21.09676388888889
564,2014-11-25,Parcel da Pombinha,22.46015277777778
565,2014-11-26,Parcel da Pombinha,19.101125
566,2014-11-27,Parcel da Pombinha,19.901777777777777
567,2014-11-28,Parcel da Pombinha,19.799458333333334
568,2014-11-29,Parcel da Pombinha,19.73348611111111
569,2014-11-30,Parcel da Pombinha,24.29738888888889
570,2014-12-01,Parcel da Pombinha,21.758930555555555
571,2014-12-02,Parcel da Pombinha,19.18530555555556
572,2014-12-03,Parcel da Pombinha,20.793152777777777
573,2014-12-04,Parcel da Pombinha,21.496222222222222
574,2014-12-05,Parcel da Pombinha,21.700875
575,2014-12-06,Parcel da Pombinha,21.74348611111111
576,2014-12-07,Parcel da Pombinha,23.223583333333334
577,2014-12-08,Parcel da Pombinha,19.038763888888887
578,2014-12-09,Parcel da Pombinha,18.42863888888889
579,2014-12-10,Parcel da Pombinha,18.15216666666667
580,2014-12-11,Parcel da Pombinha,17.803541666666668
581,2014-12-12,Parcel da Pombinha,17.748125
582,2014-12-13,Parcel da Pombinha,17.664972222222225
583,2014-12-14,Parcel da Pombinha,18.096958333333333
